1734661306.070313,0
1734661306.176828,10
1734661306.282060,11
1734661306.386522,11
1734661306.491944,14
1734661306.595784,13
1734661306.699689,9
1734661306.803450,8
1734661306.908020,9
1734661307.012411,7
1734661307.115970,9
1734661307.221057,9
1734661307.325085,9
1734661307.430820,9
1734661307.535741,9
1734661307.640468,5
1734661307.744818,5
1734661307.849077,4
1734661307.953150,6
1734661308.058505,6
1734661308.163114,6
1734661308.269173,6
1734661308.373981,6
1734661308.478484,7
1734661308.585005,5
1734661308.690656,5
1734661308.795611,5
1734661308.900843,5
1734661309.005131,7
1734661309.111978,6
1734661309.215787,6
1734661309.319564,6
1734661309.423620,6
1734661309.529447,6
1734661309.634667,6
1734661309.739653,6
1734661309.844489,6
1734661309.949322,5
1734661310.053396,6
1734661310.158323,6
1734661310.264901,6
1734661310.369783,6
1734661310.475018,6
1734661310.579670,5
1734661310.687283,6
1734661310.791701,6
1734661310.898397,5
1734661311.003448,6
1734661311.109768,5
1734661311.215629,7
1734661311.320360,6
1734661311.423804,6
1734661311.528619,7
1734661311.634228,7
1734661311.739307,7
1734661311.843985,6
1734661311.948076,8
1734661312.052533,6
1734661312.157765,6
1734661312.262291,8
1734661312.367753,7
1734661312.472715,6
1734661312.579796,6
1734661312.696870,6
1734661312.800535,7
1734661312.905421,7
1734661313.012372,7
1734661313.118364,5
1734661313.223129,6
1734661313.327294,5
1734661313.434198,6
1734661313.538777,6
1734661313.643261,7
1734661313.747776,7
1734661313.851364,6
1734661313.955623,6
1734661314.059645,6
1734661314.164043,6
1734661314.269840,6
1734661314.376763,6
1734661314.480635,6
1734661314.585143,6
1734661314.691112,6
1734661314.796449,7
1734661314.901036,7
1734661315.005451,7
1734661315.109481,6
1734661315.215776,5
1734661315.321970,6
1734661315.426720,5
1734661315.531047,5
1734661315.635383,5
1734661315.739950,5
1734661315.846268,5
1734661315.951638,7
1734661316.056927,7
1734661316.161025,3
1734661316.266324,3
1734661316.370613,3
1734661316.475686,5
1734661316.580241,6
1734661316.686105,8
1734661316.790546,9
1734661316.894703,11
1734661316.998875,12
1734661317.103640,12
1734661317.208309,12
1734661317.312807,13
1734661317.418010,13
1734661317.522784,12
1734661317.627208,13
1734661317.732383,13
1734661317.837546,10
1734661317.954846,9
1734661318.061929,10
1734661318.167008,12
1734661318.272097,11
1734661318.376539,12
1734661318.481183,12
1734661318.586010,11
1734661318.694685,10
1734661318.799288,11
1734661318.904764,10
1734661319.008823,11
1734661319.113129,12
1734661319.217492,12
1734661319.322248,10
1734661319.426881,10
1734661319.531561,10
1734661319.637362,10
1734661319.742055,10
1734661319.846586,10
1734661319.951987,10
1734661320.057462,10
1734661320.168584,10
1734661320.273901,9
1734661320.381402,10
1734661320.485822,11
1734661320.590039,11
1734661320.694239,11
1734661320.800362,11
1734661320.905554,13
1734661321.010309,12
1734661321.115318,11
1734661321.220009,11
1734661321.325105,11
1734661321.429710,11
1734661321.534142,10
1734661321.641244,11
1734661321.745412,12
1734661321.849727,10
1734661321.954580,11
1734661322.059326,11
1734661322.164560,11
1734661322.270466,10
1734661322.374830,11
1734661322.479420,10
1734661322.584344,10
1734661322.688816,10
1734661322.792804,11
1734661322.899009,11
1734661323.004166,12
1734661323.109460,9
1734661323.214474,10
1734661323.319769,9
1734661323.426714,11
1734661323.533317,12
1734661323.638837,13
1734661323.743389,12
1734661323.848551,12
1734661323.955825,12
1734661324.061257,12
1734661324.166076,10
1734661324.271823,11
1734661324.376798,10
1734661324.481853,11
1734661324.587617,10
1734661324.693269,11
1734661324.798428,10
1734661324.904103,10
1734661325.009649,10
1734661325.113650,10
1734661325.219242,10
1734661325.325959,10
1734661325.430650,10
1734661325.535340,10
1734661325.641105,9
1734661325.746278,10
1734661325.851209,10
1734661325.956594,11
1734661326.061984,10
1734661326.166598,11
1734661326.271516,11
1734661326.376554,9
1734661326.481179,4
1734661326.585199,4
1734661326.690077,3
1734661326.794360,5
1734661326.899901,7
1734661327.005350,8
1734661327.109640,9
1734661327.214609,10
1734661327.320625,11
1734661327.425607,11
1734661327.530674,11
1734661327.635217,11
1734661327.739808,11
1734661327.843703,11
1734661327.948280,11
1734661328.053251,10
1734661328.158238,10
1734661328.262975,11
1734661328.368388,11
1734661328.474792,10
1734661328.579690,9
1734661328.685728,10
1734661328.790660,11
1734661328.895665,10
1734661328.999748,11
