1734655134.961969,0
1734655135.067091,12
1734655135.172023,20
1734655135.276779,27
1734655135.381452,37
1734655135.486104,42
1734655135.592098,51
1734655135.695996,57
1734655135.800548,62
1734655135.904505,69
1734655136.009641,78
1734655136.114351,85
1734655136.219352,94
1734655136.323754,100
1734655136.428217,100
1734655136.532438,100
1734655136.636906,100
1734655136.741084,100
1734655136.847239,100
1734655136.951822,100
1734655137.057173,100
1734655137.161747,99
1734655137.265935,100
1734655137.370782,100
1734655137.475941,100
1734655137.581009,100
1734655137.685503,100
1734655137.789922,100
1734655137.894439,100
1734655137.999296,100
1734655138.103859,100
1734655138.208424,100
1734655138.313587,100
1734655138.418393,99
1734655138.522755,100
1734655138.629766,100
1734655138.734403,100
1734655138.839960,99
1734655138.943769,100
1734655139.049007,100
1734655139.154734,100
1734655139.260069,100
1734655139.363994,100
1734655139.468467,100
1734655139.573200,100
1734655139.678528,99
1734655139.784968,100
1734655139.890782,100
1734655139.995530,99
1734655140.100648,100
1734655140.206645,100
1734655140.310791,100
1734655140.416835,100
1734655140.521424,100
1734655140.625760,100
1734655140.731345,99
1734655140.835919,100
1734655140.940567,100
1734655141.045674,100
1734655141.151265,100
1734655141.256419,100
1734655141.361406,100
1734655141.466082,99
1734655141.571063,93
1734655141.675702,88
1734655141.780356,84
1734655141.885610,85
1734655141.991592,85
1734655142.096030,85
1734655142.201526,87
1734655142.306652,87
1734655142.411173,88
1734655142.515561,88
1734655142.619932,90
1734655142.724735,89
1734655142.829513,89
1734655142.934474,89
1734655143.039154,88
1734655143.144010,87
1734655143.249192,85
1734655143.353684,85
1734655143.458319,85
1734655143.564825,85
1734655143.670363,85
1734655143.775667,85
1734655143.882339,85
1734655143.987870,85
1734655144.092888,85
1734655144.197800,85
1734655144.303362,85
1734655144.409238,86
1734655144.514955,86
1734655144.620814,86
1734655144.725770,86
1734655144.830871,86
1734655144.936438,86
1734655145.041037,86
1734655145.145090,85
1734655145.249430,86
1734655145.353871,86
1734655145.458183,87
1734655145.562614,87
1734655145.667479,87
1734655145.772195,87
1734655145.876939,86
1734655145.981631,86
1734655146.087118,86
1734655146.192137,86
1734655146.297491,86
1734655146.402037,86
1734655146.508412,85
1734655146.613775,85
1734655146.718035,85
1734655146.822308,85
1734655146.926968,85
1734655147.032753,85
1734655147.138879,85
1734655147.244918,85
1734655147.350011,85
1734655147.455821,85
1734655147.561427,85
1734655147.666045,85
1734655147.771312,85
1734655147.875803,85
1734655147.980558,85
1734655148.085546,85
1734655148.191276,86
1734655148.296880,87
1734655148.402008,87
1734655148.506932,87
1734655148.611364,86
1734655148.716404,87
1734655148.820399,87
1734655148.925185,87
1734655149.029802,86
1734655149.134524,86
1734655149.239563,86
1734655149.344310,86
1734655149.448969,86
1734655149.554416,87
1734655149.659564,87
1734655149.765934,87
1734655149.870736,87
1734655149.975310,87
1734655150.080401,87
1734655150.185221,87
1734655150.290231,85
1734655150.395941,85
1734655150.500007,85
1734655150.605475,85
